,Unnamed: 0,Turno,ID Empleado,Apellido,Nombre,ID Puesto,Email,Unnamed: 0.1,Puesto,Departamento,Tipo Puesto,union_nombres
548,548,,812,Mesa,Alberto,90-14100,alberto.mesa@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,Alberto Mesa
549,549,,815,Barrientos,Bryan,80-22220,bryan.barrientos@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Bryan Barrientos
550,550,,816,OCHOA,FRANCISCO,45-11000,francisco.ochoa@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,FRANCISCO OCHOA
551,551,,819,GALLARDO,MARIA,90-14000,maria.gallardo@tractchun.com,90,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,MARIA GALLARDO
552,552,,821,Henao,Cristian,30-13310,cristian.henao@tractchun.com,32,Técnico de calibración y metrología,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Operativo,Cristian Henao
553,553,,823,VALDEZ,GUSTAVO,55-23200,gustavo.valdez@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,GUSTAVO VALDEZ
554,554,,832,GONZALEZ,CARLOS,80-22220,carlos.gonzalez@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,CARLOS GONZALEZ
555,555,,837,Londoño,Guillermo,20-31320,guillermo.londoño@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,Guillermo Londoño
556,556,,843,RAMOS,GALVEZ,15-24000,galvez.ramos@tractchun.com,11,Gerente de Producción,PRODUCCION,Gerencia,GALVEZ RAMOS
557,557,,844,RAMIREZ,ATONDO,10-32100,atondo.ramirez@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,ATONDO RAMIREZ
558,558,,858,MONTAÑO,ILLINGWORTH,30-13310,illingworth.montaño@tractchun.com,32,Técnico de calibración y metrología,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Operativo,ILLINGWORTH MONTAÑO
559,559,,859,RODRIGUEZ,ADOLFO,50-25130,adolfo.rodriguez@tractchun.com,51,Comprador,CONTROL DE PRODUCCION,Administrativo,ADOLFO RODRIGUEZ
560,560,,861,BURGOS,GERARDO,80-22210,gerardo.burgos@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,GERARDO BURGOS
561,561,,864,VILLA,FRANCISCO,15-24100,francisco.villa@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,FRANCISCO VILLA
562,562,,871,DIAZ,MIGUEL,50-33110,miguel.diaz@tractchun.com,56,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,MIGUEL DIAZ
563,563,,875,SOTOMAYOR,LUZ,15-24100,luz.sotomayor@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LUZ SOTOMAYOR
564,564,,883,CHAVARRIA,ANTONIA,55-23200,antonia.chavarria@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ANTONIA CHAVARRIA
565,565,,896,ARVAYO,ANA,80-22620,ana.arvayo@tractchun.com,83,Encargado de Tool Crib,MANTENIMIENTO,Operativo,ANA ARVAYO
566,566,,897,MONGE,FRANCISCA,90-14100,francisca.monge@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCA MONGE
567,567,,898,ROBLES,ANTONIO,55-23200,antonio.robles@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ANTONIO ROBLES
568,568,,903,HURTADO,MARIA,90-14000,maria.hurtado@tractchun.com,90,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,MARIA HURTADO
569,569,,910,BOJORQUEZ,SILVIA,90-14100,silvia.bojorquez@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,SILVIA BOJORQUEZ
570,570,,913,Prisco,Hernan,15-24100,hernan.prisco@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Hernan Prisco
571,571,,917,GONZALEZ,ALFONSO,70-21100,alfonso.gonzalez@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,ALFONSO GONZALEZ
572,572,,919,MORALES,GLORIA,45-11000,gloria.morales@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,GLORIA MORALES
573,573,,921,FIMBRES,IGNACIO,80-22210,ignacio.fimbres@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,IGNACIO FIMBRES
574,574,,922,VIVANCO,MONTOY,50-33110,montoy.vivanco@tractchun.com,56,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,MONTOY VIVANCO
575,575,,935,Ortiz,Teresita,55-23200,teresita.ortiz@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Teresita Ortiz
576,576,,936,Castaño,Alejandro,90-14100,alejandro.castaño@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,Alejandro Castaño
577,577,,946,CRUZ,ALBERTO,55-23200,alberto.cruz@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ALBERTO CRUZ
578,578,,948,ESCALANTE,JUAN,80-22220,juan.escalante@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,JUAN ESCALANTE
579,579,,950,RAMIREZ,FERMIN,80-22210,fermin.ramirez@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,FERMIN RAMIREZ
580,580,,959,PATIÑO,KARLA,15-24100,karla.patiño@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,KARLA PATIÑO
581,581,,960,NAVARRO,GUILLERMO,90-14100,guillermo.navarro@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,GUILLERMO NAVARRO
582,582,,963,CAÑEDO,ADRIAN,90-14100,adrian.cañedo@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ADRIAN CAÑEDO
583,583,,964,GOMEZ,RAMON,50-33110,ramon.gomez@tractchun.com,56,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,RAMON GOMEZ
584,584,,965,CRUZ,JARA,50-33100,jara.cruz@tractchun.com,55,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,JARA CRUZ
585,585,,977,SANTOSCOY,GUADALUPE,80-22210,guadalupe.santoscoy@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,GUADALUPE SANTOSCOY
586,586,,980,Macias,Jhon ,15-24000,jhon .macias@tractchun.com,11,Gerente de Producción,PRODUCCION,Gerencia,Jhon  Macias
587,587,,981,MILTON,ISMAEL,10-32100,ismael.milton@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,ISMAEL MILTON
588,588,,984,VALLES,MANUEL,15-24100,manuel.valles@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,MANUEL VALLES
589,589,,988,DURAN,LUIS,80-22220,luis.duran@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,LUIS DURAN
590,590,,993,ARVAYO,IGOR,15-24100,igor.arvayo@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,IGOR ARVAYO
591,591,,994,BARRIOS,NORA,60-24111,nora.barrios@tractchun.com,64,Operador de Seguridad,PERSONAL,Operativo,NORA BARRIOS
592,592,,1008,MONTAÑO,FRANCISCO,55-23200,francisco.montaño@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,FRANCISCO MONTAÑO
593,593,,1009,SANTILLANEZ,LAURA,15-24100,laura.santillanez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LAURA SANTILLANEZ
594,594,,1019,MORENO,HECTOR,45-11000,hector.moreno@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,HECTOR MORENO
595,595,,1033,MILTON,CARLOS,55-23200,carlos.milton@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,CARLOS MILTON
596,596,,1035,ACOSTA,ALBERTO,90-14100,alberto.acosta@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ALBERTO ACOSTA
597,597,,1037,Agudelo,Rubiel,50-33110,rubiel.agudelo@tractchun.com,56,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,Rubiel Agudelo
598,598,,1047,FRANCIS,SANDY,50-33100,sandy.francis@tractchun.com,55,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,SANDY FRANCIS
599,599,,1048,Soto,Carlos,55-23200,carlos.soto@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Carlos Soto
600,600,,1067,BEJARANO,LEONOR,15-24100,leonor.bejarano@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LEONOR BEJARANO
601,601,,1070,RAMIREZ,AIDEE,70-21100,aidee.ramirez@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,AIDEE RAMIREZ
602,602,,1074,PINEDA,ANGEL,70-21100,angel.pineda@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,ANGEL PINEDA
603,603,,1082,Soto ,Alberto,15-24100,alberto.soto @tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Alberto Soto 
604,604,,1093,MEDINA,ESQUER,45-11000,esquer.medina@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,ESQUER MEDINA
605,605,,1099,PERAL,LIEBANO,15-24100,liebano.peral@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LIEBANO PERAL
606,606,,1101,LEON,MARIA,70-21120,maria.leon@tractchun.com,71,Auxiliar de Recursos Humanos,Recursos Humanos,Administrativo,MARIA LEON
607,607,,1104,FIMBRES,BRACAMONTE,70-21100,bracamonte.fimbres@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,BRACAMONTE FIMBRES
608,608,,1113,Echeverry,Lina,20-31320,lina.echeverry@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,Lina Echeverry
609,609,,1114,PERALTA,DARIO,15-24100,dario.peralta@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,DARIO PERALTA
610,610,,1115,GRAJEDA,ERIKA,80-22220,erika.grajeda@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,ERIKA GRAJEDA
611,611,,1116,ROBLES,RAMIREZ,60-24111,ramirez.robles@tractchun.com,64,Operador de Seguridad,PERSONAL,Operativo,RAMIREZ ROBLES
612,612,,1119,PAZ,GUADALUPE,15-24100,guadalupe.paz@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,GUADALUPE PAZ
613,613,,1120,MARTINEZ,BUJANDA,70-21110,bujanda.martinez@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,BUJANDA MARTINEZ
614,614,,1121,Villa,Patricia,70-21120,patricia.villa@tractchun.com,71,Auxiliar de Recursos Humanos,Recursos Humanos,Administrativo,Patricia Villa
615,615,,1124,HERNANDEZ,CAROLINA,15-24100,carolina.hernandez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,CAROLINA HERNANDEZ
616,616,,1126,PADILLA,CARMEN,55-23200,carmen.padilla@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,CARMEN PADILLA
617,617,,1131,CONS,ANTONIO,60-60010,antonio.cons@tractchun.com,67,Auxiliar de Departamento,PERSONAL,Administrativo,ANTONIO CONS
618,618,,1138,ENRIQUEZ,DAVID,15-24100,david.enriquez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,DAVID ENRIQUEZ
619,619,,1142,CAÑEDO,ALEJANDRO,20-31210,alejandro.cañedo@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,ALEJANDRO CAÑEDO
620,620,,1149,JIMENEZ,ELIGIO,55-23200,eligio.jimenez@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ELIGIO JIMENEZ
621,621,,1151,PEREZ,JESUS,10-32100,jesus.perez@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,JESUS PEREZ
622,622,,1154,KETCHUL,GABRIELA,15-24100,gabriela.ketchul@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,GABRIELA KETCHUL
623,623,,1164,VILLA,RENE,50-33200,rene.villa@tractchun.com,57,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,RENE VILLA
624,624,,1166,CHAVELAS,ALFREDO,90-14100,alfredo.chavelas@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ALFREDO CHAVELAS
625,625,,1169,NAVARRO,ISELA,45-11000,isela.navarro@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,ISELA NAVARRO
626,626,,1177,MONTAÑO,HERNANDEZ,80-22210,hernandez.montaño@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,HERNANDEZ MONTAÑO
627,627,,1182,SANTACRUZ,ELENA,55-23200,elena.santacruz@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ELENA SANTACRUZ
628,628,,1195,Lennis,Maria,70-21100,maria.lennis@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,Maria Lennis
629,629,,1219,ANAYA,PABLO,20-31400,pablo.anaya@tractchun.com,24,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,PABLO ANAYA
630,630,,1221,SANTACRUZ,DORA,80-22220,dora.santacruz@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,DORA SANTACRUZ
631,631,,1222,CRUZ,CRISTINA,90-14100,cristina.cruz@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,CRISTINA CRUZ
632,632,,1223,JUAREZ,LUZ,80-22210,luz.juarez@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,LUZ JUAREZ
633,633,,1226,ROMERO,ENRIQUE,90-14100,enrique.romero@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ENRIQUE ROMERO
634,634,,1232,BURBOA,RUIZ,30-13100,ruiz.burboa@tractchun.com,30,Controlador de Documentos,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Mandos Medios,RUIZ BURBOA
635,635,,1233,NAVARRO,ARNOLDO,20-31320,arnoldo.navarro@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,ARNOLDO NAVARRO
636,636,,1239,Loaiza,Lizeth,55-23200,lizeth.loaiza@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Lizeth Loaiza
637,637,,1248,Rojas,Marcela,15-24100,marcela.rojas@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Marcela Rojas
638,638,,1251,ESPINOZA,ELEAZAR,90-14100,eleazar.espinoza@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ELEAZAR ESPINOZA
639,639,,1252,SANTOSCOY,MARTIN,20-31320,martin.santoscoy@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,MARTIN SANTOSCOY
640,640,,1254,LEON,ANA,80-22620,ana.leon@tractchun.com,83,Encargado de Tool Crib,MANTENIMIENTO,Operativo,ANA LEON
641,641,,1257,LOPEZ,LOURDES,15-24000,lourdes.lopez@tractchun.com,11,Gerente de Producción,PRODUCCION,Gerencia,LOURDES LOPEZ
642,642,,1260,SAUCEDO,FERNANDO,45-11000,fernando.saucedo@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,FERNANDO SAUCEDO
643,643,,1264,Gómez,Ines,70-21100,ines.gómez@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,Ines Gómez
644,644,,1269,ZEPEDA,JAVIER,15-24100,javier.zepeda@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JAVIER ZEPEDA
645,645,,1274,SOQUI,LETICIA,20-26100,leticia.soqui@tractchun.com,17,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,LETICIA SOQUI
646,646,,1285,ANAYA,ELENA,90-14100,elena.anaya@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ELENA ANAYA
647,647,,1290,LEYVA,CARLOS,20-31100,carlos.leyva@tractchun.com,18,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,CARLOS LEYVA
648,648,,1291,CHOMINA,FAUSTO,55-23200,fausto.chomina@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,FAUSTO CHOMINA
649,649,,1292,LIMON,EDMUNDO,80-22220,edmundo.limon@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,EDMUNDO LIMON
650,650,,1308,ORTIZ,RAMON,80-22220,ramon.ortiz@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,RAMON ORTIZ
651,651,,1309,TEQUIDA,ELVA,15-24100,elva.tequida@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ELVA TEQUIDA
652,652,,1312,PADILLA,MANUEL,15-24100,manuel.padilla@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,MANUEL PADILLA
653,653,,1329,JIMENEZ,MARICELA,20-26100,maricela.jimenez@tractchun.com,17,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,MARICELA JIMENEZ
654,654,,1331,NAVARRO,ALBA,10-25130,alba.navarro@tractchun.com,3,Comprador,MATERIALES,Administrativo,ALBA NAVARRO
655,655,,1334,CASILLAS,ENRIQUEZ,90-14100,enriquez.casillas@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ENRIQUEZ CASILLAS
656,656,,1339,Blandon,luz ,90-14100,luz .blandon@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,luz  Blandon
657,657,,1348,DANIEL,MARCO,15-24100,marco.daniel@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,MARCO DANIEL
658,658,,1349,MEDINA,JESUS,15-24100,jesus.medina@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JESUS MEDINA
659,659,,1351,FLORES,FRANCISCO,55-23200,francisco.flores@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,FRANCISCO FLORES
660,660,,1360,TORRES,ALBERTO,80-24100,alberto.torres@tractchun.com,87,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,ALBERTO TORRES
661,661,,1364,Prisco,Felipe,80-22220,felipe.prisco@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Felipe Prisco
662,662,,1378,URZUA,CRISTINA,20-31210,cristina.urzua@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,CRISTINA URZUA
663,663,,1383,BUSTAMANTE,ALEJANDRO,15-24100,alejandro.bustamante@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ALEJANDRO BUSTAMANTE
664,664,,1393,CORDOVA,MAYRA,70-21100,mayra.cordova@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,MAYRA CORDOVA
665,665,,1399,Blandon,Ignacio,15-24100,ignacio.blandon@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Ignacio Blandon
666,666,,1400,SOTOMAYOR,ADRIAN,30-13300,adrian.sotomayor@tractchun.com,31,Ingeniero de Calibracion y Metrologia,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Operativo,ADRIAN SOTOMAYOR
667,667,,1404,LARA,MARIA,90-14100,maria.lara@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,MARIA LARA
668,668,,1418,GUTIERREZ,GUILLERMO,20-31210,guillermo.gutierrez@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,GUILLERMO GUTIERREZ
669,669,,1423,CORRAL,HEBERTO,80-22220,heberto.corral@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,HEBERTO CORRAL
670,670,,1426,Taborda,Carlos,55-23200,carlos.taborda@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Carlos Taborda
671,671,,1435,GARCIA,PADILLA,70-21100,padilla.garcia@tractchun.com,69,Supervisor de Recursos Humanos,Recursos Humanos,Mandos Medios,PADILLA GARCIA
672,672,,1438,PEREYDA,EDUARDO,10-32110,eduardo.pereyda@tractchun.com,6,Almacenista,MATERIALES,Administrativo,EDUARDO PEREYDA
673,673,,1449,ACOSTA,LUIS,15-24100,luis.acosta@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LUIS ACOSTA
674,674,,1455,Perez,Andrea,70-21050,andrea.perez@tractchun.com,68,Supervisor General de Recursos Humanos,Recursos Humanos,Mandos Medios,Andrea Perez
675,675,,1462,OLEA,VAZQUEZ,15-24100,vazquez.olea@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,VAZQUEZ OLEA
676,676,,1475,PEÑA,JOSE,45-11000,jose.peña@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,JOSE PEÑA
677,677,,1477,PINEDA,GABRIEL,55-23200,gabriel.pineda@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,GABRIEL PINEDA
678,678,,1482,GARCIA,ALFONSO,80-22220,alfonso.garcia@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,ALFONSO GARCIA
679,679,,1489,BOJORQUEZ,GARCIA,55-23200,garcia.bojorquez@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,GARCIA BOJORQUEZ
680,680,,1497,SOTO,HIGINIO,40-43210,higinio.soto@tractchun.com,44,Auxiliar Contable,CONTABILIDAD,Administrativo,HIGINIO SOTO
681,681,,1499,CALLEJA,LAMBERTO,15-24100,lamberto.calleja@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LAMBERTO CALLEJA
682,682,,1507,GUTIERREZ,MAURICIO,15-24100,mauricio.gutierrez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,MAURICIO GUTIERREZ
683,683,,1508,SIERRA,HUMBERTO,70-21110,humberto.sierra@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,HUMBERTO SIERRA
684,684,,1521,ROBLES,CASIMIRO,10-32100,casimiro.robles@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,CASIMIRO ROBLES
685,685,,1526,CHAVELAS,OSWALDO,15-24100,oswaldo.chavelas@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,OSWALDO CHAVELAS
686,686,,1533,LEON,JAVIER,15-27000,javier.leon@tractchun.com,15,Supervisor General de Producción,PRODUCCION,Mandos Medios,JAVIER LEON
687,687,,1548,ABRIL,CONRADO,15-27000,conrado.abril@tractchun.com,15,Supervisor General de Producción,PRODUCCION,Mandos Medios,CONRADO ABRIL
688,688,,1549,Rios,Gloria,55-23200,gloria.rios@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Gloria Rios
689,689,,1552,MIRANDA,JUVENTINO,15-24100,juventino.miranda@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JUVENTINO MIRANDA
690,690,,1555,ALMARAZ,LOPEZ,80-22220,lopez.almaraz@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,LOPEZ ALMARAZ
691,691,,1556,CORTES,ENRIQUE,90-14100,enrique.cortes@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ENRIQUE CORTES
692,692,,1563,RUIZ,JAIME,60-28110,jaime.ruiz@tractchun.com,66,Supervisor de Personal,PERSONAL,Mandos Medios,JAIME RUIZ
693,693,,1565,Misas,Margarita,15-24000,margarita.misas@tractchun.com,11,Gerente de Producción,PRODUCCION,Gerencia,Margarita Misas
694,694,,1571,CARRILLO,LETICIA,80-22200,leticia.carrillo@tractchun.com,76,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,LETICIA CARRILLO
695,695,,1576,Soto,Juan ,45-11000,juan .soto@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Juan  Soto
696,696,,1582,Martinez,Monica,15-24100,monica.martinez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Monica Martinez
697,697,,1586,VELARDE,FRANCISCO,90-14100,francisco.velarde@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCO VELARDE
698,698,,1590,GASTELUM,GUADALUPE,55-23200,guadalupe.gastelum@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,GUADALUPE GASTELUM
699,699,,1595,Angulo,Maria,50-25130,maria.angulo@tractchun.com,51,Comprador,CONTROL DE PRODUCCION,Administrativo,Maria Angulo
700,700,,1606,ISLAS,KARLA,45-11000,karla.islas@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,KARLA ISLAS
701,701,,1612,Loaiza,Daniel,15-24100,daniel.loaiza@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Daniel Loaiza
702,702,,1620,TEQUIDA,LUIS,80-22220,luis.tequida@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,LUIS TEQUIDA
703,703,,1621,REAL,ESTHELA,15-24100,esthela.real@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ESTHELA REAL
704,704,,1623,Zea,Alberto,90-14100,alberto.zea@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,Alberto Zea
705,705,,1626,AGUIRRE,ACUÑA,20-31500,acuña.aguirre@tractchun.com,26,Supervisor  de desarrollo de sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,ACUÑA AGUIRRE
706,706,,1631,MEDINA,LORENZO,80-22200,lorenzo.medina@tractchun.com,76,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,LORENZO MEDINA
707,707,,1638,Moreno,María,45-11000,maría.moreno@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,María Moreno
708,708,,1643,ROMERO,FIGUEROA,15-24100,figueroa.romero@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,FIGUEROA ROMERO
